"Date","headline_inflation","core_inflation","rpd","rpd_cov"
"2009/01/31 00:00:00",8.114558472553696,7.127429805615563,5.274834843583667,13.334933742612598
"2009/02/28 00:00:00",8.293838862559227,7.9569892473118244,4.970371808823325,10.186261197422947
"2009/03/31 00:00:00",8.411214953271042,8.067940552016978,5.0983944583374425,9.73666592762423
"2009/04/30 00:00:00",8.372093023255815,8.262711864406768,5.140371839680186,10.182319084981835
"2009/05/31 00:00:00",8.083140877598154,8.45665961945032,5.052382159443349,11.697816374911334
"2009/06/30 00:00:00",7.061503416856496,7.740585774058587,5.003666788036717,13.78073715917642
"2009/07/31 00:00:00",6.741573033707866,7.900207900207889,4.949218521951061,14.164744040952295
"2009/08/31 00:00:00",6.026785714285722,7.644628099173573,4.919609227737017,15.682030234341454
"2009/09/30 00:00:00",6.444444444444429,6.967213114754102,4.491020357371028,10.747316409661098
"2009/10/31 00:00:00",6.444444444444429,6.530612244897966,4.354699023499669,11.052730745112719
"2009/11/30 00:00:00",6.208425720620838,6.313645621181266,4.181464865016939,10.201234610390491
"2009/12/31 00:00:00",6.444444444444429,6.288032454361044,3.6318032256603647,6.929909217838761
"2010/01/31 00:00:00",6.181015452538645,5.84677419354837,4.446373984428997,12.42097654637977
"2010/02/28 00:00:00",5.908096280087534,5.378486055776889,4.096432253763557,10.000420519193447
"2010/03/31 00:00:00",5.172413793103445,4.911591355599228,3.632983456502074,10.045572895514255
"2010/04/30 00:00:00",4.721030042918443,4.500978473581213,3.6539319466175844,11.522322070345968
"2010/05/31 00:00:00",4.487179487179489,4.093567251461991,3.7636166719877564,13.13564314117949
"2010/06/30 00:00:00",4.042553191489361,4.271844660194191,3.744641456801822,14.125263650077112
"2010/07/31 00:00:00",3.7894736842105203,3.468208092485554,3.1228349998439966,9.843950154185993
"2010/08/31 00:00:00",3.7894736842105203,3.071017274472169,3.0688173433465984,9.260079025788793
"2010/09/30 00:00:00",2.9227557411273466,3.2567049808428976,3.1016677926258076,11.695986039400557
"2010/10/31 00:00:00",3.1315240083507234,3.4482758620689538,3.0404321288067138,10.502042797655681
"2010/11/30 00:00:00",3.3402922755741145,3.4482758620689538,2.997867671745683,9.93422713355107
"2010/12/31 00:00:00",3.5490605427975055,3.2442748091603164,2.846924796302732,9.153989210086648
"2011/01/31 00:00:00",3.7422037422037278,3.047619047619051,3.0499938054375764,9.436103562114413
"2011/02/28 00:00:00",3.5123966942148854,2.8355387523629503,3.1139983572209196,10.712040740132405
"2011/03/31 00:00:00",3.893442622950843,2.9962546816479403,3.056549042573108,10.4696106597774
"2011/04/30 00:00:00",4.508196721311492,3.37078651685394,3.174830779049076,9.034556354426783
"2011/05/31 00:00:00",4.703476482617603,3.37078651685394,3.243832265934337,9.21647841802886
"2011/06/30 00:00:00",5.11247443762781,3.165735567970202,3.486571153819947,9.538513628381235
"2011/07/31 00:00:00",5.070993914807303,3.91061452513965,3.3742125478226765,8.921580460524247
"2011/08/31 00:00:00",5.273833671399601,3.91061452513965,3.434237120705792,8.983386605479126
"2011/09/30 00:00:00",5.679513184584195,3.7105751391465702,3.448542673644129,8.86653149604885
"2011/10/31 00:00:00",6.072874493927131,3.7037037037036953,3.799170162550607,10.06587230442363
"2011/11/30 00:00:00",6.060606060606062,3.8888888888889,3.694925295766163,9.870712325422366
"2011/12/31 00:00:00",6.048387096774206,3.881700554528649,3.642244938573408,9.02402264836102
"2012/01/31 00:00:00",6.012024048096194,4.436229205175593,3.4478693770155693,7.1585034442825
"2012/02/29 00:00:00",6.187624750499012,4.227941176470608,3.1605545984331136,6.4095265096173915
"2012/03/31 00:00:00",6.114398422090716,4.545454545454547,3.12776902011732,6.216235305068527
"2012/04/30 00:00:00",5.882352941176478,4.347826086956516,3.0878377915044433,6.157281033300041
"2012/05/31 00:00:00",5.46875,4.347826086956516,3.057927759587258,6.305012441744222
"2012/06/30 00:00:00",5.642023346303503,4.693140794223822,2.896127254379334,5.206842035396454
"2012/07/31 00:00:00",4.826254826254825,4.4802867383512535,2.4358557308057507,4.0208548352213755
"2012/08/31 00:00:00",5.009633911368013,4.659498207885321,2.3430185562447834,3.628908290528634
"2012/09/30 00:00:00",5.5662188099808105,4.830053667262973,2.5414332407802838,4.250129181576397
"2012/10/31 00:00:00",5.725190839694648,4.821428571428584,2.412285712482115,3.4101879438606417
"2012/11/30 00:00:00",5.714285714285722,4.81283422459893,2.270782002897488,2.953793976533304
"2012/12/31 00:00:00",5.703422053231932,4.804270462633454,2.2524243485558766,2.90877078469412
"2013/01/31 00:00:00",5.293005671077509,4.601769911504434,2.4505371835631227,3.5984991941253224
"2013/02/28 00:00:00",5.827067669172919,5.467372134038783,2.4868568799690616,3.6536509903601395
"2013/03/31 00:00:00",5.94795539033457,5.043478260869577,2.2906117741260155,3.06408186306774
"2013/04/30 00:00:00",5.925925925925938,5.208333333333329,2.0967926655638043,2.3950145990280474
"2013/05/31 00:00:00",5.740740740740733,5.381944444444443,2.111680399570241,2.380927137313703
"2013/06/30 00:00:00",5.340699815837951,5.172413793103445,1.7119325849721778,1.897684537192693
"2013/07/31 00:00:00",6.445672191528544,5.145797598627794,2.199449840980536,3.364161754543357
"2013/08/31 00:00:00",6.422018348623865,5.136986301369873,2.2655396413057094,3.5527839431554935
"2013/09/30 00:00:00",5.818181818181827,5.290102389078498,2.0237881310706296,2.2172487756557424
"2013/10/31 00:00:00",5.415162454873652,5.281090289608173,1.770386070193454,2.1389464640594418
"2013/11/30 00:00:00",5.405405405405389,5.27210884353741,1.747940551522795,1.978348496744668
"2013/12/31 00:00:00",5.3956834532374245,5.263157894736835,1.8156769148818648,2.230507689929173
